Name,Description,DEPARTMENT,ALT_TELEPHONE_LINE,STREET_NAME,BUILDING_NAME,TYPE,TELEPHONE,UNIT,OPERATING_HOURS,FAX,HSE_BLK_NO,POSTAL_CODE,INC_CRC,FMEL_UPD_D,Latitude,Longitude
kml_47,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Chong Pang Neighbourhood Police Post (Self-Help Kiosks Only)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Yishun Ring Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Woodlands Police Divisional (LIMA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 752 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs (Automated)</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6752 8913</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>141</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>760141</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>68AE7605F0D7E22B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230804153016</td> </tr></table></center>",Chong Pang Neighbourhood Police Post (Self-Help Kiosks Only),,Yishun Ring Road,,Woodlands Police Divisional (LIMA),1800 752 9999,,24 Hrs (Automated),6752 8913,141,760141,68AE7605F0D7E22B,20230804153016,1.43113737198196,103.829957448853
kml_48,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Nee Soon South Neighbourhood Police Post (Self-Help Kiosks Only)</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Yishun Ring Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Woodlands Police Divisional (LIMA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 753 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-3352</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs (Automated)</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6752 8956</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>798</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>760798</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>7C4ECC629A643B63</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20230804153016</td> </tr></table></center>",Nee Soon South Neighbourhood Police Post (Self-Help Kiosks Only),,Yishun Ring Road,,Woodlands Police Divisional (LIMA),1800 753 9999,#01-3352,24 Hrs (Automated),6752 8956,798,760798,7C4ECC629A643B63,20230804153016,1.41887401513451,103.83329119041
kml_49,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Yishun North Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Yishun Central</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Woodlands Police Divisional (LIMA)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 852 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6852 2299</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>31</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>768827</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>27C2121E9A11520B</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181123000717</td> </tr></table></center>",Yishun North Neighbourhood Police Centre,,Yishun Central,,Woodlands Police Divisional (LIMA),1800 852 9999,,24 Hrs,6852 2299,31,768827,27C2121E9A11520B,20181123000717,1.42934266294843,103.840281780175
kml_50,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Criminal Investigation Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td>6435 8275 / 8277 (Certificate of Clearance)</td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>New Bridge Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Police Cantonment Complex Block C</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Cantonment Complex</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6435 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6223 2123</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>391</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>88762</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>CC86B3A7C7E90D74</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165116</td> </tr></table></center>",Criminal Investigation Department,6435 8275 / 8277 (Certificate of Clearance),New Bridge Road,Police Cantonment Complex Block C,Police Cantonment Complex,6435 0000,,Not open to the public,6223 2123,391,88762,CC86B3A7C7E90D74,20181122165116,1.27851054971281,103.839249650925
kml_51,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Training Command</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Old Choa Chu Kang Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Home Team Academy</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6468 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>0900 to 1800 hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6464 7061</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>501</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>698928</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>23CE0B46FB850E32</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Training Command,,Old Choa Chu Kang Road,Home Team Academy,Other Police Units,6468 0000,,0900 to 1800 hrs,6464 7061,501,698928,23CE0B46FB850E32,20181122165117,1.3718497154684,103.7202084679
kml_52,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Choa Chu Kang Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Choa Chu Kang Street 52</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Jurong Police Divisional (JULIET)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 765 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-02</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6764 4104</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>20</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>689286</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>2B6D933B62EEA2E7</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Choa Chu Kang Neighbourhood Police Centre,,Choa Chu Kang Street 52,,Jurong Police Divisional (JULIET),1800 765 9999,#01-02,24 Hrs,6764 4104,20,689286,2B6D933B62EEA2E7,20181122165117,1.3949175772353,103.74472784528
kml_53,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bukit Panjang Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Segar Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Jurong Police Divisional (JULIET)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 892 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-05</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6767 3650</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>677738</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F9EE785A09D6CFE3</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Bukit Panjang Neighbourhood Police Centre,,Segar Road,,Jurong Police Divisional (JULIET),1800 892 9999,#01-05,24 Hrs,6767 3650,1,677738,F9EE785A09D6CFE3,20181122165117,1.3868068310057,103.771520841889
kml_54,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Manpower Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Irrawaddy Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>New Phoenix Park</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Headquarters</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6353 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>-</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>28</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>329560</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>80BD31459B0DD15E</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Manpower Department,,Irrawaddy Road,New Phoenix Park,Police Headquarters,6353 0000,,Not open to the public,-,28,329560,80BD31459B0DD15E,20181122165117,1.32426383158421,103.844975484327
kml_55,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Operation Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Irrawaddy Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>New Phoenix Park</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Headquarters</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6353 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>-</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>28</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>329560</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>80BD3145049927F9</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Operation Department,,Irrawaddy Road,New Phoenix Park,Police Headquarters,6353 0000,,Not open to the public,-,28,329560,80BD3145049927F9,20181122165117,1.32426383158421,103.844975484327
kml_56,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Planning & Organisation Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Irrawaddy Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>New Phoenix Park</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Headquarters</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6353 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>-</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>28</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>329560</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>80BD314552DC2A96</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Planning & Organisation Department,,Irrawaddy Road,New Phoenix Park,Police Headquarters,6353 0000,,Not open to the public,-,28,329560,80BD314552DC2A96,20181122165117,1.32426383158421,103.844975484327
kml_57,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Police Intelligence Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Irrawaddy Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>New Phoenix Park</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Headquarters</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6353 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>-</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>28</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>329560</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>80BD314573D1552F</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Police Intelligence Department,,Irrawaddy Road,New Phoenix Park,Police Headquarters,6353 0000,,Not open to the public,-,28,329560,80BD314573D1552F,20181122165117,1.32426383158421,103.844975484327
kml_58,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Police Technology Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Irrawaddy Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>New Phoenix Park</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Headquarters</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6353 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>-</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>28</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>329560</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>80BD314511740CAD</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Police Technology Department,,Irrawaddy Road,New Phoenix Park,Police Headquarters,6353 0000,,Not open to the public,-,28,329560,80BD314511740CAD,20181122165117,1.32426383158421,103.844975484327
kml_59,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Public Affairs Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Irrawaddy Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>New Phoenix Park</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Police Headquarters</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6353 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>-</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>28</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>329560</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>80BD31451E768E59</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Public Affairs Department,,Irrawaddy Road,New Phoenix Park,Police Headquarters,6353 0000,,Not open to the public,-,28,329560,80BD31451E768E59,20181122165117,1.32426383158421,103.844975484327
kml_60,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Security Command</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Lorong 4 Toa Payoh</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6251 0000</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6253 6487</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>2</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>319513</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>708A2CC512CEE670</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Security Command,,Lorong 4 Toa Payoh,,Other Police Units,6251 0000,,Not open to the public,6253 6487,2,319513,708A2CC512CEE670,20181122165117,1.33963408592537,103.850093375918
kml_61,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Toa Payoh Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Toa Payoh Central</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td>Toa Payoh Community Building</td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 251 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td>#01-02</td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6354 8749</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>93</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>319194</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>43CB92C194529FCB</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Toa Payoh Neighbourhood Police Centre,,Toa Payoh Central,Toa Payoh Community Building,Tanglin Police Divisional (ECHO),1800 251 9999,#01-02,24 Hrs,6354 8749,93,319194,43CB92C194529FCB,20181122165117,1.33493380897195,103.850205299807
kml_62,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Police National Service Department</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td>6346 9086 (Enlistment Unit) 6346 9057 (Exit Permit Office) 1800 3676 767 (Overseas Notification)</td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Still Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Other Police Units</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>6346 9097</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>Not open to the public</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6346 9096</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>170</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>424008</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>F458CC957EA0A7C6</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Police National Service Department,6346 9086 (Enlistment Unit) 6346 9057 (Exit Permit Office) 1800 3676 767 (Overseas Notification),Still Road,,Other Police Units,6346 9097,,Not open to the public,6346 9096,170,424008,F458CC957EA0A7C6,20181122165117,1.31673981881334,103.905689914333
kml_63,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Bukit Timah Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Duke Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 462 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6462 8933</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>1</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>268914</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>DFB3B590230EAE6D</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Bukit Timah Neighbourhood Police Centre,,Duke Road,,Tanglin Police Divisional (ECHO),1800 462 9999,,24 Hrs,6462 8933,1,268914,DFB3B590230EAE6D,20181122165117,1.32272331631655,103.81240979755
kml_64,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Orchard Neighbourhood Police Centre</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Killiney Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 735 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6733 1934</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>51</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>239572</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>0A406399C31BA826</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Orchard Neighbourhood Police Centre,,Killiney Road,,Tanglin Police Divisional (ECHO),1800 735 9999,,24 Hrs,6733 1934,51,239572,0A406399C31BA826,20181122165117,1.29897844619902,103.839835310251
kml_65,"<center><table><tr><th colspan='2' align='center'><em>Attributes</em></th></tr><tr bgcolor=""#E3E3F3""> <th>DEPARTMENT</th> <td>Tanglin Police Divisional HQ</td> </tr><tr bgcolor=""""> <th>ALT_TELEPHONE_LINE</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>STREET_NAME</th> <td>Kampong Java Road</td> </tr><tr bgcolor=""""> <th>BUILDING_NAME</th> <td></td> </tr><tr bgcolor=""#E3E3F3""> <th>TYPE</th> <td>Tanglin Police Divisional (ECHO)</td> </tr><tr bgcolor=""""> <th>TELEPHONE</th> <td>1800 295 9999</td> </tr><tr bgcolor=""#E3E3F3""> <th>UNIT</th> <td></td> </tr><tr bgcolor=""""> <th>OPERATING_HOURS</th> <td>24 Hrs</td> </tr><tr bgcolor=""#E3E3F3""> <th>FAX</th> <td>6391 3442</td> </tr><tr bgcolor=""""> <th>HSE_BLK_NO</th> <td>21</td> </tr><tr bgcolor=""#E3E3F3""> <th>POSTAL_CODE</th> <td>228892</td> </tr><tr bgcolor=""""> <th>INC_CRC</th> <td>975E64C7DF6201BF</td> </tr><tr bgcolor=""#E3E3F3""> <th>FMEL_UPD_D</th> <td>20181122165117</td> </tr></table></center>",Tanglin Police Divisional HQ,,Kampong Java Road,,Tanglin Police Divisional (ECHO),1800 295 9999,,24 Hrs,6391 3442,21,228892,975E64C7DF6201BF,20181122165117,1.3119101912038,103.846473104539
